index,User,Video Title,Comment (Actual),Comment Author Counts,Comment Seg,Polarity,Comment Length,Worth Word Ratio,PCA1,PCA2,PCA3
124492,Physics Girl,Giant moving mud puddle tries to take out a TRAIN,you think it is the beginning of a mud flood as some say happened in the past?,1,think begin mud flood say happen past,1.0,17,0.471,0.28314326,-0.99359581,-0.24814208
350516,Physics Girl,Why aren't plants black? 🌿,Somebody must've really wanted a hamburger.,1,somebodi mustv realli want hamburg,1.0,7,0.429,-0.30521913,-0.21308562,-0.1924851
135151,Physics Girl,I dove in a NUCLEAR SUBMARINE (Frozen Ocean),"Wait, what? 3M made vibranium tape?",1,wait 3m made vibranium tape,1.0,7,0.429,-0.0922606,-0.36776284,0.51178057
179023,Physics Girl,A small change I made to help UnFck the planet #YouTubePartner,"Fascinating...I have just started looking for alternatives to plastic bottles of stuff as well.  My next shampoo will be a bar.  Also, my next dish detergent will be a bar as well!  My next laundry detergent will be dehydrated laundry sheets that dissolve.  LET'S DO THIS!",6,fascinatingi start look altern plastic bottl stuff well next shampoo bar also next dish deterg bar well next laundri deterg dehydr laundri sheet dissolv let,1.0,50,0.46,-1.6705479,0.58554359,0.12880706
142716,Physics Girl,"After 15,000 years, it's waking up",Giants,1,giant,1.0,1,1.0,4.20901867,-0.42379381,-0.12701126
186242,Physics Girl,We can see things moving faster than light,"SO object A moving at the speed of light and object B moving the other way at the speed of light - from A looking at B - B is moving twice the speed of light and vice versa.  Then expansion of space...  Messy init.

Why don't we just say - nothing can go faster than TIME.  Problem solved.

So at what distance does light from a star shift into radio waves!   Hence isn't there a limit how far light can go until it is no longer light.",7,object move speed light object b move way speed light look b b move twice speed light vice versa expans space messi init dont say noth go faster time problem solv distanc light star shift radio wave henc isnt limit far light go longer light,0.908,91,0.429,-1.55997549,0.01007801,-0.18913254
49336,Jet Lag: The Game,Our Flight Got Diverted at the Worst Possible Time - Connect 4 Across America,"There was so many legitimately amazing twists and suspenses in this video, like the flight going back due to the weather, the car break down after switching rental places, and then the ending hiding behind the statue during the card reading",9,mani legitim amaz twist suspens video like flight go back due weather car break switch rental place end hide behind statu card read,0.953,44,0.5,-1.55017589,-0.54644752,0.02945906
157332,Physics Girl,99 Years Later... We Solved It,Nice! A second Veritasium channel I didn't know existed! Time to binge watch her stuff =),2,nice second veritasium channel didnt know exist time bing watch stuff,1.0,18,0.444,-0.76608012,-0.03189424,-0.46521609
239391,Physics Girl,How the Edge of Our Galaxy Defies Known Physics,5:38 could be Physics Girl's logo.,1,538 could physic girl logo,1.0,7,0.429,-0.02778689,-0.22739167,-0.09755573
21555,Cleo Abram,Would you use an artificial womb? (I would),"I think it's great, but it should be limited to women who can't have children by natural ways and others specific rare case.

To me there is one big con that nobody is talking about: As we know the human body evolve and if it's hard to carry a child today, it would probably even harder generations down the line of women whose bodie's realizing they don't need the organs to be able to carry a child to eventually lead not being able to produce a child without an artificial womb.

Then what if some major crisis or war happened and only rich people would be able to afford it or worse if it can't even be produced anymore.
People usually failed to see the potential long time damage for that kind of stuff.",1,think great limit women cant children natur way other specif rare case one big con nobodi talk know human bodi evolv hard carri child today would probabl even harder gener line women whose bodi realiz dont need organ abl carri child eventu lead abl produc child without artifici womb major crisi war happen rich peopl would abl afford wors cant even produc anymor peopl usual fail see potenti long time damag kind stuff,0.8240000000000001,143,0.378,-1.64652032,0.13933243,0.01106533
51146,Jet Lag: The Game,We Played Connect 4 by Travelling to Actual US States,"It's funny that i think excactly the opposit way, if it's boeing, I ain't going...",1,funni think excactli opposit way boe aint go,1.0,21,0.286,-0.4052252,0.823685,-0.31352805
37167,Jet Lag: The Game,Playing A 72 Hr Game of Tag Across Europe - Finale,kinda cheated he put it in a bin and it said in plane sight dont think anyone is going to go into the bin 🤷‍♂️,1,kinda cheat put bin said plane sight dont think anyon go go bin,0.884,25,0.4,-0.70618462,0.28825761,-0.26107391
273207,Physics Girl,I Visited the First Gravitational Wave Detector! LIGO | STELLAR,That's so cool!  Nice job Amber.,1,that cool nice job amber,1.0,7,0.714,0.96901411,-0.14500993,-0.22891661
280876,Physics Girl,What is a Black Hole? - Stephen Hawking's final theory,Do you really know what you’re talking about?  Your videos make my head hurt.,3,realli know your talk video make head hurt,0.793,16,0.188,0.18372853,-0.0522545,-0.28838716
54330,neo,This Map Shows Things You Normally Can’t See on a Map,Its more better without light pollution 🙂,1,better without light pollut,1.0,7,0.714,1.08252518,-0.77983726,-0.03273986
101188,neo,Why Saudi Arabia Is Building a Linear City,"Neom ""the city of dajjal""👎👎",1,neom citi dajjal,1.0,8,0.625,0.21106144,-0.88531377,0.31120796
126638,Physics Girl,Giant moving mud puddle tries to take out a TRAIN,Armis.,5,armi,1.0,1,1.0,2.77187046,0.18612604,0.15543284
25790,Cleo Abram,"Metformin, the big new ""anti-aging"" drug, explained","I see Cleo and Phil Edwards are both following in the footsteps of Johnny Harris, glad to see the Vox gang thriving",21,see cleo phil edward follow footstep johnni harri glad see vox gang thrive,1.0,23,0.522,-0.77831464,-0.39619813,0.12144191
325468,Physics Girl,What do programmers actually do?,"My last job in Cupertino, CA laid all us Prgrammer and engineers off after a VC forced the Founders to replace us with Visa holders. Was actually a good job, but VISA holders are what the industry is looking for. 

Still a good career field, I enjoy it.",7,last job cupertino ca laid us prgrammer engin vc forc founder replac us visa holder actual good job visa holder industri look still good career field enjoy,0.962,51,0.49,-1.41036451,-0.06905774,0.22555448
197762,Physics Girl,I drove 1800 miles in a Hydrogen Car,"the guy on the right at the beginning, levi, has a name from anime",19,guy right begin levi name anim,1.0,16,0.625,0.04907407,-0.93165534,0.14534847
302596,Physics Girl,Why this trick should be IMPOSSIBLE ft. Rodney Mullen - Skateboarding Science,Sick videooo,1,sick videooo,0.2329999999999999,2,1.0,2.13872718,-0.16929968,0.55739316
283973,Physics Girl,How Fluid Can Climb Upward! SLIME EXPERIMENT,"i believe physics girl is losing her mind, color overload in here. Thats the reason she ended up in the multicolored aisle of pens and markers. She has a soft spot for colors",16,believ physic girl lose mind color overload that reason end multicolor aisl pen marker soft spot color,0.85,34,0.5,-0.68625837,0.51779937,0.03042005
360937,Physics Girl,What are antibubbles?,whats up every one! i noticed the views and could help but wonder if the fraction were subscribers come support me over at my channel! new music and occasional comedies check it out!!,4,what everi one notic view could help wonder fraction subscrib come support channel new music occasion comedi check,1.0,33,0.424,-1.30061628,0.23256208,-0.59078574
75789,neo,Should We Expand Manhattan?,More people more crime,1,peopl crime,0.425,4,1.0,1.97809345,-1.02296031,0.13215481
8161,Cleo Abram,Why AI art is so controversial,Artists are just mad cause their degrees are gonna be Even more useless (most of theirs ofcourse the better ones would always survive),3,artist mad caus degre gon na even useless ofcours better one would alway surviv,0.784,26,0.385,-1.27938751,0.61152293,0.10627969
293762,Physics Girl,SUNSCREEN in UV,"""At the end of the day...put on sunscreen."" - Or, maybe, put it on at the *beginning* of the day when the sun is coming up?",1,end dayput sunscreen mayb put begin day sun come,1.0,34,0.353,-0.53474082,-0.11375702,-0.0841281
54068,neo,This Map Shows Things You Normally Can’t See on a Map,Imagine about antarctica,2,imagin antarctica,1.0,3,0.667,1.20081268,0.22455328,0.34640286
134404,Physics Girl,I dove in a NUCLEAR SUBMARINE (Frozen Ocean),Very nicely done. Reminded me of Captain Nemo getting stuck in Ice near the South Pole & the effort it took to get free of the ice. This Submarine has come a long way since the Nautilus.,3,nice done remind captain nemo get stuck ice near south pole effort took get free ice submarin come long way sinc nautilu,0.951,37,0.486,-1.29616689,0.10649297,0.18526778
282402,Physics Girl,How to Make a SQUARE Vortex Ring! ft. 3blue1brown,Very good. Now add electricity between the dielectrics,1,good add electr dielectr,1.0,8,0.5,0.03111752,0.06351322,-0.22965697
75293,neo,Should We Expand Manhattan?,“Furver” 💀,1,furver,1.0,4,1.0,2.77383999,-0.3715806,0.38863047
221783,Physics Girl,I WAS THERE! How David Blaine flew helium balloons to the height of jets (and jumped),"Welcome to the Central Valley, it’s hot here in the summer.",6,welcom central valley hot summer,1.0,14,0.5,0.66573854,0.81932187,0.8028649
253146,Physics Girl,Why This Stuff Costs $2700 Trillion Per Gram - Antimatter at CERN,Trump’s wall?,1,trump wall,1.0,4,0.75,2.75756223,-0.64376502,0.20243091
239486,Physics Girl,How the Edge of Our Galaxy Defies Known Physics,Love from India,1,love india,1.0,3,0.333,2.83899217,0.2363101,-0.29973822
87399,neo,Why Egypt Is Building a New Capital City,"Wow, gotta go there 🤟",3,wow got ta go,1.0,7,0.143,2.01119112,1.49200161,0.19868718
290445,Physics Girl,Can you solve the BOWL RIDDLE? ft. Kurt Hugo Schneider Part 1/3,Take the ball out and put it on the bottom. Maybe?,3,take ball put bottom mayb,1.0,11,0.364,0.29038115,-0.03542304,0.42522009
38496,Jet Lag: The Game,Playing a 72 Hr Game of Tag Across Europe - Ep 6,I love your shows! Please keep going! really nice content!,1,love show pleas keep go realli nice content,1.0,10,0.4,-0.15102253,-0.10625065,-0.39763664
74742,neo,Should We Expand Manhattan?,"If people had even a slight bit of intelligence, they would not have children. Children suck and the world’s overpopulated",1,peopl even slight bit intellig would children children suck world overpopul,0.874,23,0.522,-1.01065839,0.37728393,0.08967235
243505,Physics Girl,Why This Stuff Costs $2700 Trillion Per Gram - Antimatter at CERN,After you said that a tea spoon could destroy Manhattan I feel like it would be better if we don’t look for it. I would bet my total lifetime earnings on some country turning it into a bomb,1,said tea spoon could destroy manhattan feel like would better dont look would bet total lifetim earn countri turn bomb,0.841,40,0.375,-1.10101624,0.20972227,-0.2441985
365083,Physics Girl,Should you go to Mars? ft Bill Nye,"It's so sad that you wasted your time with nye. IMHO' He used to be a person of good quality, but after seeing him ""Make a Total FOOL"" of himself while mingling with a bunch of Miscreants, and Speaking about so much ""Blabbering Nonsense""...I can't stand to look at him without feeling A...""Strong Urge' to give him a ""Swift HARD KLICK In the Seat of his Pants!"" 
What a Shame...Ending his career~As a ""Moronic FOOL!""",1,sad wast time nye imho use person good qualiti see make total fool mingl bunch miscreant speak much blabber nonsensei cant stand look without feel astrong urg give swift hard klick seat pant shameend careera moron fool,0.773,96,0.344,-1.70733959,0.18007557,-0.1326266
300200,Physics Girl,Why this trick should be IMPOSSIBLE ft. Rodney Mullen - Skateboarding Science,"""How does he do that?""- Well... my calculations x+3ab=3-2-rxz2... I don't know!!! He's Rodney Mullen! That's how he does it!!",2,well calcul x3ab32rxz2 dont know he rodney mullen that,1.0,28,0.179,-0.98364371,0.3679349,-0.19408862
293745,Physics Girl,SUNSCREEN in UV,"So, if some sunsscreen absorb UV light and turn it into heat, does the energy is enough to warm our body when the winter come?",1,sunsscreen absorb uv light turn heat energi enough warm bodi winter come,1.0,27,0.481,-1.06546821,0.39130711,-0.3525482
62238,neo,Which Building Is Taller?,I think everything should count and the sears one is obviously taller,1,think everyth count sear one obvious taller,1.0,12,0.333,-0.32040292,-0.15383167,-0.42289412
357051,Physics Girl,5 cool math tricks ft. Technicality,"True, but did you remember to multiply by the Jacobian?",2,true rememb multipli jacobian,1.0,11,0.273,0.49857506,0.41125276,-0.06137715
37863,Jet Lag: The Game,Playing A 72 Hr Game of Tag Across Europe - Finale,Yes I love you guys so much,4,ye love guy much,1.0,7,0.143,1.36924325,-0.07783459,-0.25847247
32465,Jet Lag: The Game,We Raced To Visit The Most US States In 100 Hrs - Day 3,But what exactly happened to lake Michigan at 17:03? Just got absorbed by its namesake 💀,5,exactli happen lake michigan 1703 got absorb namesak,1.0,16,0.25,-0.45701305,-1.18942316,-0.0767191
92850,neo,Europe's Controversial Border Force Explained,"This was literaly the topic of my final exam a month ago, couldnt you guys have made this vid 2 months ago?🥲😂",1,literali topic final exam month ago couldnt guy made vid 2 month ago,1.0,24,0.542,-0.34050649,1.05620053,0.00042246
147195,Physics Girl,It missed us by 9 days,Anyone else scared? or is it just me?,1,anyon els scare,0.6819999999999999,8,0.125,0.66241912,-0.07485947,0.2546556
245444,Physics Girl,Why This Stuff Costs $2700 Trillion Per Gram - Antimatter at CERN,"Would there be such thing as ""anti-strange matter"" is my question 🤔",1,would thing antistrang matter question,1.0,14,0.429,0.12022344,-0.98522259,-0.4333206
